NMARK= 1
MARKER_TAG= inlet
NROW=35
NCOL=6
# COORD-X	COORD-Y	TEMPERATURE	VELOCITY	NORMAL-X	NORMAL-Y
0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.526328475169975e-02	0.000000000000000e+00	4.300996230899770e-01	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.987670899094985e-02	0.000000000000000e+00	8.107197819983010e-01	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	4.389541480500331e-02	0.000000000000000e+00	1.147196618380587e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	5.737178893985090e-02	0.000000000000000e+00	1.444205446699351e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	7.035565467757704e-02	0.000000000000000e+00	1.705834641715368e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	8.289444543311708e-02	0.000000000000000e+00	1.935650223241926e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	9.503348150905022e-02	0.000000000000000e+00	2.136754180438758e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.068161225704090e-01	0.000000000000000e+00	2.311832924180206e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.182839538714975e-01	0.000000000000000e+00	2.463200048340708e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.294770028903481e-01	0.000000000000000e+00	2.592833568655004e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.404338960422491e-01	0.000000000000000e+00	2.702407011520540e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.511920638695675e-01	0.000000000000000e+00	2.793316312389052e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.617879214205392e-01	0.000000000000000e+00	2.866701934432540e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.722570341466338e-01	0.000000000000000e+00	2.923466854524114e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.826343142237204e-01	0.000000000000000e+00	2.964290976782158e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	1.929541924469936e-01	0.000000000000000e+00	2.989641774210298e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.032508072435032e-01	0.000000000000000e+00	2.999781581775178e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.135581495433727e-01	0.000000000000000e+00	2.994771546202970e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.239102920189704e-01	0.000000000000000e+00	2.974472398983266e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.343415337361692e-01	0.000000000000000e+00	2.938541896348072e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.448865875655752e-01	0.000000000000000e+00	2.886429039788724e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.555807606104036e-01	0.000000000000000e+00	2.817364901087904e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.664601303831095e-01	0.000000000000000e+00	2.730349961210554e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.775617322270412e-01	0.000000000000000e+00	2.624137657314300e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	2.889237353913381e-01	0.000000000000000e+00	2.497214037213420e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.005856201763018e-01	0.000000000000000e+00	2.347773174218568e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.125883864427185e-01	0.000000000000000e+00	2.173687502866312e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.249747136474980e-01	0.000000000000000e+00	1.972473628925700e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.377891751053598e-01	0.000000000000000e+00	1.741251753111583e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.510784008656707e-01	0.000000000000000e+00	1.476699640727786e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.648913109403438e-01	0.000000000000000e+00	1.174998359484470e+00	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.792793287946012e-01	0.000000000000000e+00	8.317702954124891e-01	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	3.942965537867675e-01	0.000000000000000e+00	4.420093794969736e-01	1.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	4.100000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.000000000000000e+00	0.000000000000000e+00
